DATE,BTC,ETH,BNB,ADA,SOL
2019-05-15,8192.223138952013,248.74500426984366,26.96507654803513,0.09490714707281114,
2019-05-16,7875.913199526066,264.90012138907406,26.476835855907055,0.08817205417938961,
2019-05-17,7343.371457162994,243.57049917993308,25.708477735885776,0.08315183194070046,
2019-05-18,7300.655158341227,235.32720134101993,28.95589218370736,0.07927511271011549,
2019-05-19,8168.730689783752,260.59698403060327,29.214251300313293,0.08667775721710332,
2019-05-20,7976.851712899625,251.9614994995826,29.130179499276746,0.08477263112528466,
2019-05-21,7958.365526075088,256.0830401834705,32.402365184837116,0.08450471939881433,
2019-05-22,7665.79685383355,244.54946301361036,31.346852330361315,0.07812899993928989,
2019-05-23,7861.812792465447,244.6460957973966,31.677314092966217,0.08013828248154231,
2019-05-24,7977.244882467973,248.54526290535333,34.05990832438422,0.08049302480012858,
2019-05-25,8037.627431860584,250.82036469745617,35.12279275400274,0.08020426974110459,
2019-05-26,8631.080577844017,266.12218207843597,33.535238582609956,0.08570334044232883,
2019-05-27,8816.03391493351,273.40508817754096,34.239340518309035,0.091890182252933,
2019-05-28,8726.978110456395,271.227867157993,33.122360925960365,0.09293566203101727,
2019-05-29,8650.677405968292,268.7857564563058,33.606453476083296,0.09093447333769593,
2019-05-30,8310.891063057417,255.37736314606394,31.761559971754373,0.08489877008479199,
2019-05-31,8575.646353354166,268.12603920482644,32.93210777753538,0.08979294565729191,
2019-06-01,8554.261728092017,264.72732428744166,32.9216510778764,0.09065882062958135,
2019-06-02,8743.705469134235,269.9388294795906,33.229542163859946,0.09637887919860315,
2019-06-03,8173.632761796738,251.75257532903564,30.9093052440002,0.08882487557068913,
2019-06-04,7683.636261419786,240.23943365820054,29.117035180370003,0.08237800551134446,
2019-06-05,7812.44885473215,246.82656909017393,30.98179914613863,0.08323726564165126,
2019-06-06,7821.123897094859,249.9679117723965,31.318912227337293,0.08386004978995357,
2019-06-07,8036.108159122215,250.63689323005363,31.608173874964113,0.08577380440177361,
2019-06-08,7942.539284064289,244.62980571926562,31.855742079438834,0.08430244019725254,
2019-06-09,7668.029627860183,232.04158416760484,30.25359142217133,0.07925054084194963,
2019-06-10,8002.729982894047,247.25227622797598,32.08186418452176,0.08544881369479573,
2019-06-11,7897.975476598364,245.08937853941526,31.97493864049523,0.08787378295983746,
