DATE,BTC,ETH,BNB,ADA,SOL
2019-05-15,,,,,
2019-05-16,-0.03861100144135121,0.06494649879160996,-0.0181064085339544,-0.07096507587836853,
2019-05-17,-0.06761650730166979,-0.08051948824067523,-0.029020012972957088,-0.056936659641333875,
2019-05-18,-0.005816987343068458,-0.033843580674454254,0.12631687030183847,-0.04662217464252194,
2019-05-19,0.11890378501862542,0.10738147798292186,0.00892250582253884,0.09337917353781644,
2019-05-20,-0.02348944825958088,-0.03313731570280398,-0.002877766750628452,-0.021979411477466515,
2019-05-21,-0.002317479061901384,0.016357819317925903,0.11232974673711205,-0.003160356389957708,
2019-05-22,-0.036762406964464645,-0.045038426447908786,-0.032575179264066056,-0.07544808745455589,
2019-05-23,0.025570197380572646,0.0003951461704123638,0.01054210352995577,0.025717499824824852,
2019-05-24,0.01468263020879279,0.015937990325362916,0.07521452811389229,0.004426627419523044,
2019-05-25,0.007569348851922175,0.009153671912746075,0.031206320918297337,-0.003587330203343675,
2019-05-26,0.0738343685390328,0.06100707731382626,-0.045200112146886684,0.068563316129864,
2019-05-27,0.02142875801255628,0.02736677582539304,0.02099588270304409,0.072189039291501,
2019-05-28,-0.010101572355145194,-0.007963352233350318,-0.03262269586504973,0.011377491615007784,
2019-05-29,-0.008743084206511598,-0.009003907774213338,0.014615279122313751,-0.021533054691679543,
2019-05-30,-0.03927858212311197,-0.04988505896673723,-0.054897000828780684,-0.06637420365860192,
2019-05-31,0.031856426499633494,0.04992093230859629,0.036854229037300845,0.05764719050242895,
2019-06-01,-0.0024936458875528533,-0.01267581070254964,-0.00031752293930342734,0.009643017788882657,
2019-06-02,0.02214612400975402,0.01968631385587627,0.00935223708116073,0.0630943412819489,
2019-06-03,-0.0651980684104565,-0.06737176043037552,-0.06982452266174188,-0.07837820579286736,
2019-06-04,-0.059948435983957826,-0.04573197178137167,-0.05798480585318544,-0.07257955632275659,
2019-06-05,0.016764535557096005,0.027419043292223222,0.06404374464010698,0.010430698400296645,
2019-06-06,0.001110412691848195,0.01272692276930254,0.010881004024605678,0.007482035161792577,
2019-06-07,0.027487643062042766,0.002676269337587023,0.0092360055651719,0.02282081416137327,
2019-06-08,-0.011643555960818008,-0.023967291620049958,0.007832410864798911,-0.017154004241540233,
2019-06-09,-0.03456195133398654,-0.051458249392990485,-0.05029393612216637,-0.059925897085332025,
2019-06-10,0.04364880826983253,0.06555157824377034,0.06043159428042588,0.07821111107881773,
2019-06-11,-0.01308984640486388,-0.008747736205131806,-0.0033328968482486676,0.028379203410630938,
2019-06-12,0.03128442500925743,0.06314943395564354,0.09269460572407429,0.09473790565278528,
2019-06-13,0.010137020060295487,-0.020901399907025664,0.0036099125268986842,-0.06615845810005228,
2019-06-14,0.053949909472578605,0.034525309919225755,-0.0721476815589297,0.0048844087971755545,
2019-06-15,0.016964080823136385,0.01585146677552851,0.0061935807423267875,0.013747882122108201,
2019-06-16,0.018161942735839487,0.003578728071584658,-0.013474377386580971,0.008023328059379331,
2019-06-17,0.037209507617497195,0.015059164610957021,0.04740543326947666,0.009645088362703724,
2019-06-18,-0.02349937117133749,-0.03052008201857026,0.019623787268107096,-0.0381401882938186,
2019-06-19,0.021102536757732437,0.016484394438393002,0.02206683126342912,0.006416263959434065,
2019-06-20,0.028256289727654815,0.011821876684125154,0.04478082887414003,-0.01999933497268791,
2019-06-21,0.059701100803624785,0.0813004465183893,0.056691776590322984,0.012758960996747115,
2019-06-22,0.05797013785299243,0.0549430052763793,-0.025484243349545133,0.05485027530691822,
2019-06-23,0.013190469727689003,-0.008716384478939077,-0.016891673909224747,0.022587115273256186,
2019-06-24,0.01838678037870345,0.01013491487028162,0.006495068083576694,0.01203043451320962,
2019-06-25,0.06906577357091326,0.024328153528655694,-0.03762359223056555,-0.009580942035430251,
2019-06-26,0.10058114873632329,0.05870339949301662,-0.010228919455108065,0.011638003718085432,
2019-06-27,-0.13984487195297124,-0.12301887441006976,-0.049148207561579116,-0.1174369302213959,
2019-06-28,0.10497782859721183,0.047685572491472206,0.013260408526877931,0.03083823023392429,
2019-06-29,-0.03073471082212431,0.0370505031449897,0.032805551738439354,0.015874822666973154,
2019-06-30,-0.09057869645244365,-0.08895770159770522,-0.09785090909777616,-0.07905659031781964,
